date,ticker,close
2026-09-17,AON,296.975
2026-09-17,URI,1011.34
2026-09-17,PCAR,118.56
2026-09-17,BSX,43.015
2026-09-17,SE,101.635
2026-09-17,MET,97.21
2026-09-17,AJG,240.41
2026-09-17,TRGP,284.07
2026-09-17,NUE,266.815
2026-09-17,TDG,1086.65
2026-09-17,COR,314.1008
2026-09-17,MPLX,58.82
2026-09-17,GWW,1256.6
2026-09-17,OKE,93.57
2026-09-17,TFC,48.255
2026-09-17,OXY,58.695
2026-09-17,AFL,116.22
2026-09-17,COHR,296.055
2026-09-17,KEYS,334.78
2026-09-17,MPWR,1149.23
2026-09-17,D,63.8
2026-09-17,FAST,48.865
2026-09-17,TER,357.28
2026-09-17,BKR,56.17
2026-09-17,FIX,1583.985
2026-09-17,LNG,267.57
2026-09-17,CTVA,81.38
2026-09-17,FANG,193.145
2026-09-17,O,57.0885
2026-09-17,F,13.77
2026-09-17,SRE,82.045
2026-09-17,NKE,36.085
2026-09-17,AME,233.105
2026-09-17,CAH,228.09
2026-09-17,DVN,48.18
2026-09-17,SOMN,46.02
2026-09-17,HONA,166.51
2026-09-17,DAL,79.36
2026-09-17,PSA,296.5981
2026-09-17,NTRA,358.185
2026-09-17,EW,88.825
2026-09-17,HBANL,25.03
2026-09-17,CIEN,355.96
2026-09-17,NDAQ,90.17
2026-09-17,STT,183.18
2026-09-17,MSTR,130.78
2026-09-17,EBAY,112.11
2026-09-17,BDX,182.5544
2026-09-17,VMRK,62.85
2026-09-17,AMP,545.86
2026-09-17,ALAB,279.99
2026-09-17,VST,142.3399
2026-09-17,ETR,102.38
2026-09-17,FITB,52.52
2026-09-17,WDAY,197.22
2026-09-17,WAB,278.14
2026-09-17,AZO,2859.32
2026-09-17,ROK,418.4
2026-09-17,LHX,249.525
2026-09-17,XYZ,77.12
2026-09-17,HUM,385.35
2026-09-17,CBRS,193.645
2026-09-17,XEL,72.975
2026-09-17,PYPL,53.11
2026-09-17,ADSK,216.475
2026-09-17,VTR,87.895
2026-09-17,IQV,271.59
2026-09-17,CARR,54.23
2026-09-17,COIN,169.15
2026-09-17,SMCIP,67.35
2026-09-17,CRWV,79.58
2026-09-17,A,155.16
2026-09-17,EXC,42.3499
2026-09-17,TRI,100.08
2026-09-17,RVMD,201.64
2026-09-17,KDP,31.69
2026-09-17,CMG,33.955
2026-09-17,MDLN,32.68
2026-09-17,VEEV,264.855
2026-09-17,RKLB,67.42
2026-09-17,WAT,428.495
2026-09-17,ARES,127.13
2026-09-17,ADM,86.725
2026-09-17,HEI,297.955
2026-09-17,PAYX,115.72
2026-09-17,HBANM,20.34
2026-09-17,PRU,118.2
2026-09-17,CBRE,140.15
2026-09-17,LYV,169.865
2026-09-17,IBKR,88.1
2026-09-17,STRF,103.575
2026-09-17,IDXX,504.7
2026-09-17,MSCI,545.895
2026-09-17,DHI,141.83
2026-09-17,AIG,75.17
2026-09-17,ED,106.04
2026-09-17,TTWO,209.32
2026-09-17,BTSGU,196.545
2026-09-17,NTAP,197.71
2026-09-17,HBANZ,19.2
2026-09-17,MCHP,71.01
2026-09-17,VIK,85.13
2026-09-17,SYY,78.68
2026-09-17,STRC,98.0
2026-09-17,YUM,137.7587
2026-09-17,TWLO,243.905
2026-09-17,KR,60.96
2026-09-17,ROP,375.32
2026-09-17,AXON,453.565
2026-09-17,ODFL,175.39
2026-09-17,ILMN,240.58
2026-09-17,HIG,133.66
2026-09-17,UI,595.425
2026-09-17,RKT,12.705
2026-09-17,TKO,189.51
2026-09-17,VG,14.275
2026-09-17,PCG,13.2837
2026-09-17,PEG,70.66
2026-09-17,UAL,108.075
2026-09-17,STLD,243.615
2026-09-17,P,104.0
2026-09-17,KVUE,17.875
2026-09-17,EL,94.8685
2026-09-17,RBLX,47.92
2026-09-17,PPLC,45.42
2026-09-17,HSY,169.195
2026-09-17,IRM,113.935
2026-09-17,HBANP,16.7701
2026-09-17,WEC,103.702
2026-09-17,RPRX,58.52
2026-09-17,MCHPP,61.76
2026-09-17,OKTA,190.6
2026-09-17,CNC,67.42
2026-09-17,DXCM,87.24
2026-09-17,RMD,225.75
2026-09-17,KMB,97.85
2026-09-17,MTB,225.22
2026-09-17,EME,733.23
2026-09-17,ALNY,241.49
2026-09-17,EXPE,281.735
2026-09-17,NTRS,176.1
2026-09-17,CQP,66.23
2026-09-17,ZS,196.53
2026-09-17,MDB,397.485
2026-09-17,BIIB,216.56
2026-09-17,HBAN,15.715
2026-09-17,VMC,242.595
2026-09-17,RJF,163.08
2026-09-17,EQT,50.145
2026-09-17,JBL,299.12
2026-09-17,CCI,73.055
2026-09-17,CRDO,165.3
2026-09-17,CCL,22.39
2026-09-17,AGNCN,25.8029
2026-09-17,AGNCO,25.6501
2026-09-17,AGNCP,25.44
2026-09-17,AGNCM,25.37
2026-09-17,AGNCZ,25.26
2026-09-17,AGNCL,25.25
2026-09-17,HPQ,33.1
2026-09-17,ZTS,72.1
2026-09-17,MLM,494.32
2026-09-17,KHC,24.685
2026-09-17,EXR,138.125
2026-09-17,RDDT,150.11
